Modelo,Acurácia Global,F1-Score Global,Tempo de Treino (s),Tempo de Teste (s)
DenseNet201,0.7217391304347827,0.7003473862383877,1053.015961408615,10.103733777999878
ResNet152V2,0.782608695652174,0.7225925925925926,1229.4646427631378,10.56064748764038
NASNetLarge,0.6869565217391305,0.5889078822412156,4135.53179359436,27.626311779022217
VGG19,0.6956521739130435,0.6515942028985506,1467.1972861289978,7.595157623291016
Xception,0.7565217391304347,0.7015734265734266,1474.496211051941,8.397938013076782
InceptionV3,0.7043478260869566,0.6383536861148801,707.9306175708771,5.900324583053589
InceptionResNetV2,0.7478260869565218,0.6808785529715763,1401.9929604530334,11.873925924301147
MobileNetV2,0.782608695652174,0.7510926364045076,340.2161829471588,3.086620330810547
